id,Title,Content,Excerpt,PostType,ImageURL,LocatorGender,LocatorType,_telephone,_address,LocatorCities,State,_zip,LocatorCountries,_email,_website,,
7673,Tropicanna,,,locator,,,Marijuana Associations,+1(714) 701-8186,1628 S Grand Ave,Santa Ana,California,92705,United States of America,,,,
7674,The JOINT - Santa Ana - 92705,,,locator,,,Marijuana Associations,+1(714) 845-3420,1325 East St Andrew Place,Santa Ana,California,92705,United States of America,,,,
7675,Evergreen - Santa Ana,,,locator,,,Marijuana Associations,+1(714) 486-1806,1320 E. Edinger Ave,"Santa Ana, CA",California,92705,United States of America,,,,
7676,The Healing Center - San Diego,,,locator,,,Marijuana Associations,+1(858) 324-2420,3703 Camino Del Rio St BLDG 215A,San Diego,California,92108,United States of America,,,,
7677,smokingmap,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,(+34) 692 056 718,N/A,Barcelona,,,Spain,clubs@smokingmap.org,,,
7678,MEDCAN Medical Cannabis,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+34932 31 68 04,"Carrer de València, 575",Barcelona,,8026,Spain,info@medcan.es,,,
7679,Observatorio Español de Cannabis Medicinal,,,locator,,,Doctor And Medical Marijuana - Cannabis Specialist,+34914 73 65 93,"Ercilla, 49 28005 Madrid,",Madrid,,28005,Spain,comunicacion@oedcm.com,,,
7680,fundacion-canna,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,,"LG MOLL DE BARCELONA, 2",Barcelona,,8039,Spain,info@fundacion-canna.es,,,
7681,kalapa-clinic,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+34 630 109 176,"Gran de Gràcia 15, 1º.1ª",Barcelona,,8012,Spain,info@kalapa-clinic.com,,,
7682,Centro medico Receta cannabis,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+56 9 5711 4071,"Estoril 50, Oficina 811b","Las Condes, Santiago",,,Chile,,,,
7683,Mayoclinic,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,,200 1st St SW Rochester,Minnesota,Arizona,55902,United States of America,,,,
7684,sativa.health,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+52 1 55 6437 4553,"Av. Ejército Nacional 436, piso 8, Col. Polanco",Ciudad de México,,CP 11560,Mexico,hola@sativacare.mx,,,
7685,Fundacion Daya,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+56 2 2474 3561,"Ramón Cruz Montt 100 Ñuñoa,",Chile,,7750000,Chile,contacto@fundaciondaya.org,,,
7686,Maria Med,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+56 9 4227 1277,"General del canto 112,",Providencia Santiago,,,Chile,contactomariamed@gmail.com,,,
7687,Clínica Zerenia,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+57 1 3078077,Ak. 19 ##106 - 30,Bogota,,,Colombia,,,,
7688,CAMEDA,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,,,Argentina,,,Argentina,contacto@cameda.com.ar,,,
7689,Lar consulta medica,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,'+5663510104,Valentín Letelier 1376 of. 61,Santiago de chile,,,Chile,comunicaciones@lar.cl,,,
7690,dosemociones,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,'+34646536786,28005 Madrid,Madrid,,28005,Spain,carola@dosemociones.com,,,
7691,Assonabis,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,'+34964831931,"C/Honori García i García, 6 Bajo",Castellon,,12003,Spain,info@assonabis.com,,,
7692,Alchimia Solidaria,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+34972 527 248,"Levante, 32 - Pol. Ind. Puente del Príncipe",Vilamalla (Girona),,17469,Spain,nfo@alchimiaweb.org,,,
7693,Doctor Pedraza,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+34 662 493 538,"Jose de Gabriel Estenoz, 1",Badajoz,,6800,Spain,doctorpedrazavaliente@gmail.com,,,
7694,C·A·T Barcelona,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+34 93 201 49 44,"C/ Anglí, 54",Barcelona,,8017,Spain,info@cat-barcelona.com,,,
7695,Mi cannabis doctor,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,,,N/A,,,Colombia,info@micannabisdoctor.org,,,
7696,ciberned,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+34 913852200,"C/ Valderrebollo, 5",Madrid,,28031,Spain,gerencia@ciberned.es,,,
7697,Medical Marijuana Card Doctors of Arizona,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1(888) 596-6386,2600 E Southern Ave Suite G,Tempe,Arizona,85282,United States of America,,,,
7698,Medical Marijuana Card Doctors of Tucson,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1(888) 596-6386,2310 N Wyatt Dr Suite A,Tucson,Arizona,85712,United States of America,,,,
7699,Medical Marijuana Card Doctors of Phoenix,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1(888) 596-6386,"20045 N 19th Ave Building 11, Suite 166",Phoenix,Arizona,85027,United States of America,,,,
7700,Oasis Medical Marijuana Card Doctors - San Tan Valley,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1(888) 596-6386,85 W Combs Rd,San Tan Valley,Arizona,85140,United States of America,,,,
7701,Leafwell Medical Marijuana Doctor Peoria,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1 708-419-2078,4410 Knoxville Ave Suite A,Peoria,Illinois,61614,United States of America,,,,
7702,MMJCCC de Gilbert,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1(888) 596-6386,"1447 W Elliot Rd, Gilbert",Gilbert,Arizona,85233,United States of America,,,,
7703,MMJCCC de Scottsdale,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1(888) 596-6386,8700 E Pinnacle Peak Rd Suite 109 B,Scottsdale,Arizona,85255,United States of America,,,,
7704,MMJCCC de Maricopa,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1 480-378-8530,21300 N John Wayne Pkwy Suite 112B,Maricopa,Arizona,85139,United States of America,,,,
7705,MMJCCC of Mesa,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1 480-466-7021,"1342 W University Dr, Mesa",Mesa,Arizona,85201,United States of America,,,,
7706,Arkansas Progressive Medicine,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1(870) 520-6007,1000 E Matthews Ave Suite E,Jonesboro,Arkansas,72401,United States of America,,,,
7707,Leafwell Medical Marijuana Doctor Little Rock,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1(877) 877-4240,"7303 Kanis Rd, Little Rock",Little Rock,Arkansas,72204,United States of America,,,,
7708,"Compassionate Care and Wellness, PLLC",,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1 479-721-4414,2 Halsted Cir,Rogers,Arkansas,72756,United States of America,,,,
7709,"Dr. James O. Miller, MD",,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1 615-868-4682,1210 Briarville Rd A,Madison,Tennessee,37115,United States of America,,,,
7710,Dra. Lisa M Hendrix,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1 870-206-9272,1319 Red Wolf Blvd Suite C,Jonesboro,Arkansas,72401,United States of America,,,,
7711,Springdale Health Integrative Clinic,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1 479-419-9955,3291 S Thompson St,Springdale,Arkansas,72764,United States of America,,,,
7712,San Diego Co.420 Doctor,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1 619-692-5723,3851 Rosecrans St,San Diego,California,92110,United States of America,,,,
7713,Garrison Family Medical Group,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1 661-947-71001,41210 11th St W #1447,Palmdale,California,93551,United States of America,,,,
7714,Dr. Malabed,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1 209-384-4400,900 W Olive Ave suite b,Merced,California,95348,United States of America,,,,
7715,medical cannabis evaluation specialist,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1(888) 484-2631,1424 S. Flower St,Los Angeles,California,90015,United States of America,,,,
7716,muscular skeletal medical associates,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1 559-248-0116,3726 N First St,Fresno,California,93726,United States of America,,,,
7717,sucgang family medicine,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1 626-389-8448,416 W Las Tunas Dr STE 201,San Gabriel,California,91776,United States of America,espie@sucgangfamilymedicine.com,,,
7718,UCHealth Cherry Creek Medical Center,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1 720-848-0000,"100 Cook St, Denver",Denver,Colorado,80206,United States of America,,,,
7719,Healthy Choices Unlimited de Denver,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1 720-443-2420,"5101 E Colfax Ave, Denver",Denver,Colorado,80220,United States of America,,,,
7720,Cohen Medical Centers,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1 303-892-6436,276 Galapago St,Denver,Colorado,80223,United States of America,nevada@cohenmedicalcenters.com,,,
7721,mmj exams of colorado,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,,Dentro del edificio de Allstate 1606 S Lemay Ave #107,"Fort Collins, CO",Colorado,80524,United States of America,,,,
7722,Medical Alternatives Clinics,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1(719) 246-0393,5040 Corporate Plaza Dr #3,Colorado Springs,Colorado,80919,United States of America,hello@medicalalternativesclinics.com,,,
7723,med card associates,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1 719-545-6498,2131 Jerry Murphy Rd,Pueblo,Colorado,81001,United States of America,,,,
7724,Medical Cannabis Outreach,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1 309-338-8900,1801 Woodfield Dr,Savoy,Illinois,61874,United States of America,,,,
7725,"Park Avenue Medical, LLC",,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1 203-309-0070,85 Barnes Rd Suite 202,Wallingford,Connecticut,6492,United States of America,info@parkavemedct.com,,,
7726,ren-health,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1 203 951-5700,Apartado de correos 5516,Milford,Connecticut,6460,United States of America,info@ren-health.com,,,
7727,"Central Connecticut Behavioral Health, LLC",,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,,2275 Silas Deane Hwy #13,Rocky Hill,Connecticut,6067,United States of America,,,,
7728,Curaleaf Hartford,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,,"92 Weston St, Hartford",Hartford,Connecticut,6120,United States of America,,,,
7729,Tree of Life Primary Care and Recovery,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1 203-553-1730,129 Church Street #808,New Haven,Connecticut,6510,United States of America,drm@treeoflifeprimarycare.org,,,
7730,Cannabis de Connecticut - Westport,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1 203-442-9099,Oficina virtual de CT Cannabis  1 main st usa,"Westport, CT",Connecticut,6896,United States of America,info@connecticutcannabis.net,,,
7731,holistic healingct,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,,2000 Post Rd. Suite 305,Fairfield,Connecticut,6824,United States of America,,,,
7732,Hyper Fit MD Age Management Center,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1 203-349-2109,88 Noble Ave #105,Milford,Connecticut,6460,United States of America,,,,
7733,Shoreline Medical Spa,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1 860-434-0796,500 Main St unit 29,Deep River,Connecticut,6417,United States of America,info@shorelinemedicalspa.com,,,
7734,natures healingct,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1(860) 333-1555,16 Main St,Ellington,Connecticut,6029,United States of America,natureshealingct@gmail.com,,,
7735,Integrative Pain and Psych Care,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1 203-693-1164,"of Building, 900 Straits Turnpike 205D (Rear, Middlebury","Middlebury, CT",Connecticut,6762,United States of America,,,,
7736,Compassionate Care Center of CT | Fairfield County's Center,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1(203)909-6869,4 Garella Road,Bethel,Connecticut,6801,United States of America,info@ccc-ct.com,,,
7737,theraplan,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1(407) 674-7350,3203 S Conway Rd. Suite 100,Orlando,Florida,32812,United States of America,info@theraplanemr.com,,,
7738,Canna Care Docs,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1 302-803-6063,9 Germay Dr,Wilmington,Delaware,19804,United States of America,info@cannacaredocs.com,,,
7739,Nature's Way Medicine,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+11 855-420-3627,131 N 4th St,Philadelphia,Pennsylvania,19106,United States of America,info@natureswaymedicine.com,,,
7740,DE Green Medical - Lewes,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1(877) 676-6165,"34385 Carpenters Way, Unidad A",Lewes,Delaware,19958,United States of America,,,,
7741,Living Great Medical Associates,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1 302-734-9200,1027 S Bradford St,Dover,Delaware,19901,United States of America,,,,
7742,Aspire Integrative Care - Online Doctor Visits,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1(302) 509-5051,"724 Yorklyn Road, Suite 200",Hockessin,Delaware,19707,United States of America,,,,
7743,Metro Wellness,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1(202) 754-8877,"1629 K St NW, Washington","Washington, DC",Washington DC,20006,United States of America,np@metrobestclinic.com,,,
7744,metrobestclinic,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1(202) 754-8877,1700 Rockville Pike Suite 400,Rockville,Maryland,20852,United States of America,np@metrobestclinic.com,,,
7745,Concept Medical & Aesthetics,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1(202) 436-9465,"1331 H St, Suite 200","Washington, DC",Washington DC,20005,United States of America,,,,
7746,My Florida Green,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1(833) 663-7284,"801 North Orange Ave, 750",Orlando,Florida,32801,United States of America,info@myfloridagreen.com,,,
7747,Pasco Co. Compassionate Care - New Port Richey,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1(727) 619-1010,New port richey,New port richey,Florida,34653,United States of America,,,,
7748,Compassionate Care of Florida,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1 813 - 491 - 4006,"3980 Tampa Rd., Suite 206, Oldsmar",Tampa,Florida,34677,United States of America,info@compassionatecarefla.com,,,
7749,DoctorsRX Medical Centers,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1(866) 755-9187,9800 4th Street N Suite 200,San Petersburgo,Florida,33702,United States of America,info@doctorsrxmed.com,,,
7750,MedMar Releaf Clinic,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1 386-487-4204,601 Jennings Ave,Eustis,Florida,32726,United States of America,info@MedMarReleaf.com,,,
7751,Medical Wellness of Tampa LLC,,,locator,,Male,Doctor And Medical Marijuana - Cannabis Specialist,+1 813-701-7365,2824 Windguard Cir Ste 102,Wesley Chapel,Florida,33544,United States of America,info@getwellnowtampa.com,,,
